# stan_version_major = 2
# stan_version_minor = 27
# stan_version_patch = 0
# model = test_model
# start_datetime = 2021-06-14 13:33:58 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = ../cmdstan/myTest/test.data.json
# init = 2 (Default)
# random
#   seed = 300164798 (Default)
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# stanc_version = %%NAME%%3 %%VERSION%%
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta,r,z
# Adaptation terminated
# Step size = 0.937857
# Diagonal elements of inverse mass matrix:
# 0.440738
-7.47845,0.85133,0.937857,1,3,0,7.76572,0.122261,1,nan
-7.02854,0.904669,0.937857,1,3,0,8.64747,0.350384,1,nan
-7.56718,0.863135,0.937857,1,1,0,7.57716,0.427281,1,nan
-6.95028,1,0.937857,1,1,0,7.40155,0.334495,1,nan
-6.97834,0.91113,0.937857,1,3,0,7.61281,0.17217,1,nan
-6.76559,0.995876,0.937857,1,3,0,6.97065,0.22707,1,nan
-7.22158,0.91203,0.937857,1,3,0,7.35009,0.143192,1,nan
-6.76306,0.976341,0.937857,1,3,0,7.49551,0.272084,1,nan
-6.98432,0.932533,0.937857,2,3,0,7.20058,0.171265,1,nan
-7.37621,0.879694,0.937857,1,3,0,8.26379,0.403942,1,nan
-7.45797,0.977279,0.937857,1,1,0,7.60647,0.414294,1,nan
-7.70333,0.932568,0.937857,1,1,0,7.84615,0.442367,1,nan
-7.64018,1,0.937857,2,7,0,7.66303,0.111798,1,nan
-6.79129,0.991715,0.937857,2,3,0,7.73858,0.214484,1,nan
-6.83436,0.991752,0.937857,1,1,0,6.83556,0.200604,1,nan
-6.74973,0.978232,0.937857,2,3,0,7.02178,0.257357,1,nan
-7.47626,0.856965,0.937857,1,3,0,7.62134,0.416532,1,nan
-7.00556,0.886463,0.937857,2,3,0,8.48594,0.168159,1,nan
-6.80526,0.998609,0.937857,2,7,0,6.96851,0.29379,1,nan
-6.91411,0.973509,0.937857,1,1,0,6.91496,0.326196,1,nan
-6.81291,1,0.937857,1,1,0,6.89108,0.296724,1,nan
-7.07783,0.883604,0.937857,2,7,0,7.53114,0.158658,1,nan
-7.04978,1,0.937857,1,1,0,7.11823,0.162171,1,nan
-6.93798,1,0.937857,1,1,0,7.04113,0.178693,1,nan
-6.77863,0.997336,0.937857,1,3,0,6.91839,0.219956,1,nan
-6.75319,0.996597,0.937857,1,3,0,6.8073,0.26285,1,nan
-7.13135,0.93677,0.937857,2,3,0,7.28045,0.368417,1,nan
-6.92056,1,0.937857,2,3,0,7.08795,0.327732,1,nan
-6.89648,1,0.937857,1,1,0,6.945,0.321847,1,nan
-6.83167,0.973158,0.937857,2,3,0,7.12108,0.303291,1,nan
-6.96786,0.966337,0.937857,1,1,0,6.97043,0.338281,1,nan
-6.97055,0.886638,0.937857,2,3,0,7.80475,0.173372,1,nan
-7.06423,0.984912,0.937857,1,1,0,7.08121,0.160336,1,nan
-6.96877,1,0.937857,1,1,0,7.06513,0.173651,1,nan
-6.94548,1,0.937857,2,3,0,6.99446,0.177422,1,nan
-6.95967,0.997607,0.937857,1,1,0,6.99194,0.175094,1,nan
-6.86799,0.872203,0.937857,2,3,0,8.58131,0.31428,1,nan
-6.75783,1,0.937857,1,3,0,6.84985,0.267776,1,nan
-7.21606,0.910298,0.937857,1,3,0,7.27689,0.38165,1,nan
-6.79821,0.953636,0.937857,1,3,0,7.50926,0.211858,1,nan
-7.3061,0.879758,0.937857,1,3,0,7.6953,0.394554,1,nan
-7.3061,0.643375,0.937857,1,1,0,8.41709,0.394554,1,nan
-6.87542,0.913771,0.937857,1,3,0,7.87269,0.190702,1,nan
-6.80524,1,0.937857,1,1,0,6.86282,0.209386,1,nan
-8.46191,0.845618,0.937857,2,3,0,8.68982,0.511735,1,nan
-12.9744,0.288596,0.937857,1,1,0,13.0017,0.738271,1,nan
-12.9744,0.505622,0.937857,1,1,0,16.5716,0.738271,1,nan
-6.79665,1,0.937857,3,7,0,11.9252,0.212431,1,nan
-6.7819,0.906612,0.937857,2,3,0,7.64465,0.283438,1,nan
-6.86779,0.979501,0.937857,1,1,0,6.86779,0.314224,1,nan
-6.85412,1,0.937857,1,1,0,6.88654,0.310296,1,nan
-6.83891,0.940114,0.937857,2,3,0,7.29341,0.199389,1,nan
-7.30089,0.883084,0.937857,1,3,0,7.80365,0.393834,1,nan
-6.74832,1,0.937857,2,3,0,7.31046,0.246931,1,nan
-6.7481,0.998905,0.937857,2,3,0,6.75592,0.248452,1,nan
-6.80848,0.985754,0.937857,1,3,0,6.83065,0.295048,1,nan
-6.87912,0.952194,0.937857,1,3,0,7.12865,0.189907,1,nan
-7.75169,0.880731,0.937857,1,3,0,7.91092,0.105438,1,nan
-7.48553,1,0.937857,2,3,0,7.75925,0.121767,1,nan
-7.31644,1,0.937857,1,1,0,7.50648,0.134682,1,nan
-7.29591,1,0.937857,1,1,0,7.39638,0.136434,1,nan
-6.84264,0.996614,0.937857,2,3,0,7.34357,0.198421,1,nan
-6.75325,0.998518,0.937857,1,3,0,6.83937,0.237363,1,nan
-6.74983,0.999233,0.937857,2,3,0,6.76092,0.25756,1,nan
-6.76214,0.846295,0.937857,2,3,0,7.92189,0.229396,1,nan
-6.76214,0.517498,0.937857,1,3,0,10.1308,0.229396,1,nan
-6.77064,0.996883,0.937857,2,3,0,6.79416,0.224061,1,nan
-6.87867,0.984078,0.937857,1,3,0,6.88468,0.190003,1,nan
-6.95353,0.980487,0.937857,2,3,0,7.11668,0.176089,1,nan
-6.95353,0.808672,0.937857,1,3,0,8.61243,0.176089,1,nan
-6.83003,0.921529,0.937857,2,3,0,7.719,0.201791,1,nan
-6.83003,0.937528,0.937857,1,3,0,7.33942,0.201791,1,nan
-6.83253,0.9786,0.937857,1,3,0,7.06025,0.303573,1,nan
-6.98621,0.96202,0.937857,1,1,0,6.98806,0.342086,1,nan
-6.88296,0.94967,0.937857,2,3,0,7.38173,0.31835,1,nan
-6.7859,0.985246,0.937857,2,3,0,6.99937,0.285408,1,nan
-6.8578,0.982775,0.937857,1,1,0,6.85824,0.311374,1,nan
-7.89726,0.619509,0.937857,1,3,0,9.38133,0.0979693,1,nan
-8.00968,0.988774,0.937857,1,1,0,8.12982,0.0927454,1,nan
-10.4039,0.866834,0.937857,2,7,0,10.5246,0.633531,1,nan
-8.63375,1,0.937857,1,1,0,10.1573,0.525054,1,nan
-7.94298,1,0.937857,1,1,0,8.64534,0.466579,1,nan
-7.04787,1,0.937857,1,1,0,7.69724,0.35398,1,nan
-6.9986,1,0.937857,1,1,0,7.08669,0.34458,1,nan
-6.9986,0.340389,0.937857,1,3,0,11.508,0.34458,1,nan
-7.14074,0.962825,0.937857,1,1,0,7.17736,0.369946,1,nan
-7.36211,0.486406,0.937857,2,3,0,11.138,0.130942,1,nan
-7.07655,0.892084,0.937857,2,7,0,8.52484,0.359126,1,nan
-6.7486,1,0.937857,2,3,0,7.06519,0.245782,1,nan
-7.40743,0.858998,0.937857,2,3,0,7.75294,0.127426,1,nan
-6.78143,0.940916,0.937857,2,3,0,8.15702,0.218654,1,nan
-6.74835,0.998607,0.937857,1,3,0,6.79225,0.253211,1,nan
-7.41794,0.907253,0.937857,2,3,0,7.42997,0.126636,1,nan
-6.85014,0.997834,0.937857,2,3,0,7.44906,0.196536,1,nan
-6.85014,0.803002,0.937857,1,3,0,8.41332,0.196536,1,nan
-7.03836,0.93234,0.937857,1,3,0,7.44435,0.352225,1,nan
-8.05803,0.754311,0.937857,1,1,0,8.05817,0.477343,1,nan
-7.91008,1,0.937857,1,1,0,8.30355,0.463406,1,nan
-8.15867,0.431574,0.937857,2,7,0,12.4821,0.0864359,1,nan
-8.24432,0.992299,0.937857,1,1,0,8.39788,0.0830856,1,nan
-8.08723,1,0.937857,1,1,0,8.35251,0.0893806,1,nan
-6.99027,0.964906,0.937857,1,3,0,8.09019,0.170378,1,nan
-6.74802,1,0.937857,2,3,0,6.95273,0.249882,1,nan
-6.75324,0.998761,0.937857,1,3,0,6.75513,0.26291,1,nan
-6.91708,0.971756,0.937857,2,3,0,6.98507,0.326905,1,nan
-7.1813,0.977632,0.937857,2,3,0,7.18889,0.376366,1,nan
-7.62933,0.882526,0.937857,1,1,0,7.67491,0.434305,1,nan
-7.4969,1,0.937857,1,1,0,7.76464,0.419025,1,nan
-6.76716,1,0.937857,2,3,0,7.42627,0.226092,1,nan
-8.33723,0.718689,0.937857,1,3,0,8.88506,0.501617,1,nan
-7.50076,1,0.937857,2,3,0,8.17976,0.419487,1,nan
-6.75693,1,0.937857,1,3,0,7.43445,0.266923,1,nan
-7.56326,0.776758,0.937857,1,3,0,8.20371,0.116571,1,nan
-8.05537,0.947098,0.937857,1,1,0,8.06608,0.0907409,1,nan
-8.16121,0.996703,0.937857,2,3,0,8.29833,0.086334,1,nan
-8.06651,1,0.937857,1,1,0,8.2944,0.0902616,1,nan
-6.74854,0.951054,0.937857,1,3,0,8.68039,0.254034,1,nan
-6.74844,1,0.937857,1,1,0,6.74859,0.253632,1,nan
-6.74826,0.99338,0.937857,2,3,0,6.79428,0.252746,1,nan
-6.7679,0.995797,0.937857,1,3,0,6.7722,0.27546,1,nan
-6.76017,0.997273,0.937857,2,3,0,6.79316,0.269815,1,nan
-7.73491,0.751366,0.937857,2,7,0,8.55797,0.106357,1,nan
-7.9249,0.979987,0.937857,1,1,0,8.0056,0.0966444,1,nan
-7.64441,1,0.937857,1,1,0,7.94415,0.111546,1,nan
-7.0242,0.893616,0.937857,1,3,0,8.9518,0.349561,1,nan
-6.89879,1,0.937857,2,3,0,7.00735,0.32243,1,nan
-7.13132,0.840722,0.937857,2,7,0,7.84898,0.152459,1,nan
-9.35239,0.884392,0.937857,2,3,0,9.38382,0.57445,1,nan
-7.56379,1,0.937857,2,3,0,8.86916,0.426891,1,nan
-8.35393,0.79629,0.937857,1,1,0,8.45645,0.502996,1,nan
-8.35393,0.875,0.937857,1,1,0,9.04151,0.502996,1,nan
-8.66885,0.912597,0.937857,1,1,0,9.05477,0.527693,1,nan
-6.79979,0.965716,0.937857,1,3,0,9.1089,0.211287,1,nan
-6.76812,1,0.937857,1,1,0,6.79352,0.225512,1,nan
-6.76792,0.992123,0.937857,2,7,0,6.82348,0.275472,1,nan
-6.75927,0.99742,0.937857,2,3,0,6.79161,0.269055,1,nan
-6.76894,0.997776,0.937857,1,1,0,6.76975,0.27613,1,nan
-6.75129,0.998937,0.937857,2,3,0,6.77763,0.260195,1,nan
-6.79767,0.991223,0.937857,1,3,0,6.80205,0.290693,1,nan
-6.74999,1,0.937857,2,3,0,6.7891,0.242221,1,nan
-6.91836,0.963339,0.937857,1,3,0,6.97172,0.182169,1,nan
-6.76878,0.997432,0.937857,1,3,0,6.90378,0.225124,1,nan
-6.91345,0.976703,0.937857,1,3,0,6.92739,0.183074,1,nan
-6.9157,0.958667,0.937857,1,3,0,7.37053,0.326577,1,nan
-6.99769,0.886323,0.937857,1,3,0,7.59273,0.169291,1,nan
-6.78442,0.995969,0.937857,1,3,0,6.97594,0.217328,1,nan
-6.77535,1,0.937857,1,1,0,6.786,0.221562,1,nan
-7.10498,0.970282,0.937857,2,3,0,7.11505,0.364028,1,nan
-7.10498,0.877058,0.937857,1,3,0,7.81495,0.364028,1,nan
-7.64817,0.860395,0.937857,1,1,0,7.67045,0.436387,1,nan
-7.08395,1,0.937857,2,3,0,7.5097,0.36042,1,nan
-7.15811,0.980179,0.937857,1,1,0,7.2278,0.372731,1,nan
-6.98988,1,0.937857,1,1,0,7.14438,0.34283,1,nan
-6.98834,0.891502,0.937857,2,3,0,7.80788,0.170665,1,nan
-8.17826,0.856484,0.937857,1,3,0,8.38953,0.0856528,1,nan
-7.68319,1,0.937857,1,1,0,8.14294,0.109272,1,nan
-6.74807,1,0.937857,2,3,0,7.51509,0.24882,1,nan
-6.82356,0.99009,0.937857,2,3,0,6.83475,0.300546,1,nan
-7.38441,0.788917,0.937857,2,7,0,8.17404,0.129189,1,nan
-6.9335,0.924381,0.937857,1,3,0,8.26358,0.330737,1,nan
-7.05605,0.898631,0.937857,2,3,0,7.6477,0.35547,1,nan
-7.05605,0.83965,0.937857,1,1,0,7.52566,0.35547,1,nan
-7.37431,0.916931,0.937857,1,1,0,7.40431,0.403695,1,nan
-7.4519,0.978436,0.937857,1,1,0,7.60068,0.413544,1,nan
-7.04267,0.841336,0.937857,2,3,0,8.5808,0.353024,1,nan
-6.86352,1,0.937857,1,1,0,7.0013,0.313021,1,nan
-6.87143,0.99802,0.937857,1,1,0,6.89724,0.315236,1,nan
-7.11135,0.854828,0.937857,2,7,0,7.74474,0.154703,1,nan
-6.95335,0.926265,0.937857,2,7,0,7.81043,0.335166,1,nan
-7.63955,0.830974,0.937857,1,1,0,7.6396,0.435438,1,nan
-6.78295,0.958622,0.937857,1,3,0,7.9307,0.217971,1,nan
-6.7993,0.975395,0.937857,2,3,0,7.01451,0.291378,1,nan
-6.80079,0.907498,0.937857,2,3,0,7.43753,0.210931,1,nan
-7.06932,0.961626,0.937857,1,3,0,7.09149,0.159703,1,nan
-6.88953,0.947677,0.937857,1,3,0,7.6035,0.32007,1,nan
-6.797,1,0.937857,2,3,0,6.86758,0.290412,1,nan
-6.99415,0.914307,0.937857,1,3,0,7.3258,0.169807,1,nan
-8.42541,0.752739,0.937857,1,3,0,9.76799,0.508814,1,nan
-7.26497,1,0.937857,2,3,0,8.11221,0.388788,1,nan
-6.79684,1,0.937857,2,3,0,7.17469,0.212362,1,nan
-6.74885,0.982868,0.937857,2,3,0,6.9357,0.255125,1,nan
-6.74805,1,0.937857,2,3,0,6.7487,0.249006,1,nan
-6.78779,0.990643,0.937857,1,3,0,6.80241,0.215901,1,nan
-6.94734,0.949675,0.937857,1,3,0,7.15771,0.333848,1,nan
-6.96757,0.994765,0.937857,1,1,0,7.012,0.33822,1,nan
-8.49284,0.792779,0.937857,2,7,0,8.50945,0.514183,1,nan
-6.82824,1,0.937857,2,3,0,8.33208,0.202293,1,nan
-7.03647,0.931671,0.937857,1,3,0,7.39096,0.351872,1,nan
-7.07836,0.9963,0.937857,2,3,0,7.14165,0.359443,1,nan
-6.75427,0.991506,0.937857,2,3,0,7.14094,0.264149,1,nan
-7.39376,0.824211,0.937857,1,3,0,7.86957,0.128467,1,nan
-7.09841,1,0.937857,2,3,0,7.35494,0.1562,1,nan
-7.25449,0.977217,0.937857,1,1,0,7.27563,0.140114,1,nan
-6.93932,0.929288,0.937857,1,3,0,8.04189,0.332056,1,nan
-7.13938,0.948636,0.937857,1,1,0,7.15584,0.369725,1,nan
-7.13938,0.798211,0.937857,1,3,0,8.21586,0.369725,1,nan
-7.32904,0.949256,0.937857,1,1,0,7.39448,0.397683,1,nan
-7.32587,1,0.937857,1,1,0,7.47876,0.397253,1,nan
-6.77472,0.966098,0.937857,1,3,0,7.54421,0.221883,1,nan
-6.78843,0.985916,0.937857,2,7,0,6.87405,0.286605,1,nan
-8.16992,0.710159,0.937857,2,3,0,9.08139,0.487363,1,nan
-8.16992,0.442388,0.937857,1,3,0,12.8081,0.487363,1,nan
-7.99249,1,0.937857,2,7,0,8.07563,0.0935167,1,nan
-7.15874,0.862682,0.937857,1,3,0,9.92933,0.372831,1,nan
-6.99249,0.89016,0.937857,2,3,0,7.94415,0.343358,1,nan
-7.48396,0.958457,0.937857,2,3,0,7.49108,0.417465,1,nan
-7.61845,0.987501,0.937857,2,3,0,7.78739,0.433093,1,nan
-7.42183,1,0.937857,1,1,0,7.70342,0.409791,1,nan
-6.80775,1,0.937857,2,3,0,7.30879,0.208544,1,nan
-6.78689,1,0.937857,2,3,0,6.80693,0.216274,1,nan
-7.16039,0.968561,0.937857,2,3,0,7.16838,0.373093,1,nan
-7.16039,0.555046,0.937857,1,3,0,9.96166,0.373093,1,nan
-7.10438,0.81292,0.937857,1,3,0,8.2765,0.155505,1,nan
-6.87717,0.991748,0.937857,2,3,0,7.22702,0.190324,1,nan
-6.97613,0.994311,0.937857,2,3,0,6.9808,0.172509,1,nan
-7.55309,0.800363,0.937857,2,3,0,8.8977,0.117229,1,nan
-6.87492,0.993647,0.937857,2,7,0,7.42618,0.316193,1,nan
-7.38814,0.926332,0.937857,2,7,0,7.41054,0.1289,1,nan
-6.96409,0.910098,0.937857,2,3,0,8.573,0.174388,1,nan
-6.8906,0.957924,0.937857,1,3,0,7.41731,0.320346,1,nan
-6.87097,0.941956,0.937857,2,3,0,7.33675,0.191677,1,nan
-6.83519,0.902333,0.937857,2,3,0,7.92256,0.304442,1,nan
-6.83519,0.688662,0.937857,1,3,0,8.52506,0.304442,1,nan
-6.86477,0.992688,0.937857,1,1,0,6.87914,0.313376,1,nan
-7.179,0.879135,0.937857,2,3,0,7.71923,0.376008,1,nan
-7.39615,0.755205,0.937857,2,3,0,8.87456,0.406523,1,nan
-6.88253,1,0.937857,2,7,0,7.28641,0.189184,1,nan
-6.81792,0.967798,0.937857,2,7,0,7.12533,0.298557,1,nan
-6.77358,0.985604,0.937857,1,3,0,6.91669,0.222475,1,nan
-6.77358,0.772161,0.937857,1,3,0,8.19925,0.222475,1,nan
-6.75193,0.974731,0.937857,2,3,0,6.96516,0.239058,1,nan
-6.86332,0.971225,0.937857,1,3,0,6.92867,0.312963,1,nan
-7.69764,0.754206,0.937857,2,3,0,8.62932,0.441757,1,nan
-6.76521,1,0.937857,1,3,0,7.58487,0.27364,1,nan
-6.87132,0.960111,0.937857,1,3,0,7.00973,0.1916,1,nan
-7.18149,0.844213,0.937857,2,3,0,8.22986,0.147147,1,nan
-7.26275,0.988451,0.937857,1,1,0,7.31125,0.139364,1,nan
-8.17812,0.92956,0.937857,2,7,0,8.22352,0.488081,1,nan
-7.26182,1,0.937857,1,1,0,7.94612,0.388339,1,nan
-7.2453,1,0.937857,2,7,0,7.25121,0.140959,1,nan
-7.65253,0.948006,0.937857,1,1,0,7.65583,0.111063,1,nan
-7.4882,1,0.937857,1,1,0,7.69569,0.121582,1,nan
-6.77395,0.98506,0.937857,1,3,0,7.57806,0.222281,1,nan
-6.9614,0.889432,0.937857,2,3,0,7.5966,0.174817,1,nan
-6.75295,0.98957,0.937857,1,3,0,7.06251,0.262545,1,nan
-7.89343,0.838048,0.937857,2,3,0,7.8956,0.0981551,1,nan
-6.88688,0.971032,0.937857,1,3,0,7.93212,0.188279,1,nan
-7.07803,0.96779,0.937857,2,3,0,7.25162,0.158634,1,nan
-7.21342,0.979885,0.937857,1,1,0,7.23603,0.143978,1,nan
-7.02374,1,0.937857,1,1,0,7.1927,0.165625,1,nan
-7.1763,0.902075,0.937857,1,3,0,8.03623,0.375589,1,nan
-6.82386,1,0.937857,2,3,0,7.10017,0.203547,1,nan
-6.81146,1,0.937857,1,1,0,6.83079,0.207332,1,nan
-6.81303,0.979803,0.937857,1,3,0,6.98918,0.296768,1,nan
-6.76737,1,0.937857,2,3,0,6.80228,0.275107,1,nan
-6.79386,0.984207,0.937857,1,3,0,6.87463,0.213485,1,nan
-6.766,1,0.937857,1,1,0,6.78833,0.226808,1,nan
-6.85035,0.986321,0.937857,2,3,0,6.89072,0.196482,1,nan
-6.7634,0.998811,0.937857,1,3,0,6.83874,0.228516,1,nan
-6.7634,0.819691,0.937857,1,3,0,7.84242,0.228516,1,nan
-8.79567,0.742832,0.937857,2,3,0,8.80367,0.0652556,1,nan
-9.02315,0.984625,0.937857,1,1,0,9.1744,0.0593603,1,nan
-8.78512,1,0.937857,1,1,0,9.15397,0.0655466,1,nan
-6.93705,0.948958,0.937857,1,3,0,9.11192,0.178853,1,nan
-6.77317,0.983982,0.937857,1,3,0,7.10402,0.278705,1,nan
-6.98197,0.924869,0.937857,1,3,0,7.2328,0.171619,1,nan
-7.85594,0.892349,0.937857,1,3,0,7.95284,0.100003,1,nan
-7.85849,0.999732,0.937857,1,1,0,8.01448,0.0998755,1,nan
-6.79417,0.976576,0.937857,1,3,0,8.03052,0.213366,1,nan
-6.78772,0.99559,0.937857,2,3,0,6.84954,0.215927,1,nan
-7.51093,0.911349,0.937857,2,3,0,7.58327,0.120025,1,nan
-7.54168,0.996257,0.937857,1,1,0,7.64831,0.117974,1,nan
-6.76033,0.986242,0.937857,1,3,0,7.69751,0.230742,1,nan
-6.96257,0.9801,0.937857,2,3,0,6.97039,0.337157,1,nan
-6.90222,1,0.937857,1,1,0,6.97235,0.323288,1,nan
-6.80483,1,0.937857,2,3,0,6.8795,0.293621,1,nan
-7.24024,0.834233,0.937857,1,3,0,7.82456,0.141429,1,nan
-6.7947,0.989599,0.937857,1,3,0,7.23337,0.213163,1,nan
-6.80953,0.981833,0.937857,1,3,0,6.95099,0.295449,1,nan
-7.43482,0.773226,0.937857,1,3,0,8.22652,0.125387,1,nan
-7.29017,1,0.937857,1,1,0,7.4614,0.136932,1,nan
-7.23458,1,0.937857,1,1,0,7.34546,0.141959,1,nan
-7.59682,0.953122,0.937857,1,1,0,7.60284,0.114447,1,nan
-7.41507,1,0.937857,1,1,0,7.62501,0.126851,1,nan
-8.00309,0.933065,0.937857,1,1,0,8.00346,0.0930402,1,nan
-7.58599,1,0.937857,1,1,0,7.97807,0.115125,1,nan
-7.28258,1,0.937857,1,1,0,7.56204,0.137596,1,nan
-7.443,0.992958,0.937857,2,3,0,7.48423,0.124789,1,nan
-6.78584,0.98503,0.937857,1,3,0,7.49279,0.216716,1,nan
-7.20117,0.948835,0.937857,2,3,0,7.27767,0.145175,1,nan
-7.82061,0.931773,0.937857,2,3,0,8.1726,0.101795,1,nan
-6.76345,0.958817,0.937857,1,3,0,8.44787,0.272373,1,nan
-7.45364,0.798452,0.937857,1,3,0,8.04873,0.124021,1,nan
-6.8164,0.950276,0.937857,1,3,0,8.07141,0.298008,1,nan
-8.19326,0.680659,0.937857,2,3,0,9.26348,0.489401,1,nan
-8.05233,1,0.937857,1,1,0,8.48317,0.476821,1,nan
-7.1537,0.764268,0.937857,1,3,0,9.7144,0.150035,1,nan
-7.18672,0.99516,0.937857,1,1,0,7.24546,0.146617,1,nan
-6.7738,0.97811,0.937857,1,3,0,7.48906,0.27907,1,nan
-7.06794,0.901777,0.937857,2,3,0,7.39421,0.159874,1,nan
-6.76375,1,0.937857,2,3,0,7.05563,0.228277,1,nan
-8.18659,0.817006,0.937857,2,3,0,8.21198,0.0853233,1,nan
-6.89615,0.963483,0.937857,1,3,0,8.30865,0.186402,1,nan
-6.93038,0.994054,0.937857,1,1,0,6.94898,0.180012,1,nan
-6.75734,1,0.937857,2,3,0,6.92893,0.2332,1,nan
-9.56868,0.674308,0.937857,2,3,0,10.4261,0.587701,1,nan
-8.71708,1,0.937857,2,3,0,9.72372,0.531275,1,nan
-6.82469,1,0.937857,2,3,0,8.57413,0.203305,1,nan
-7.44584,0.905475,0.937857,1,3,0,7.55599,0.124584,1,nan
-6.84392,0.936273,0.937857,1,3,0,8.14264,0.307209,1,nan
-6.89007,0.946587,0.937857,1,3,0,7.2219,0.187626,1,nan
-6.81905,0.973826,0.937857,1,3,0,7.14069,0.29896,1,nan
-6.83376,0.996406,0.937857,1,1,0,6.8471,0.303975,1,nan
-6.80591,1,0.937857,1,1,0,6.83486,0.29405,1,nan
-6.83877,0.992022,0.937857,1,1,0,6.84589,0.30559,1,nan
-6.79108,1,0.937857,1,1,0,6.82975,0.287821,1,nan
-6.749,0.999596,0.937857,1,3,0,6.78902,0.25555,1,nan
-6.74909,0.99964,0.937857,1,3,0,6.75194,0.244242,1,nan
-6.89664,0.967071,0.937857,1,3,0,6.94644,0.186304,1,nan
-6.76623,0.985884,0.937857,2,3,0,7.05281,0.27434,1,nan
-7.34141,0.830694,0.937857,1,3,0,7.85709,0.132611,1,nan
-6.81885,0.954153,0.937857,1,3,0,7.89105,0.298889,1,nan
-6.74835,0.997852,0.937857,1,3,0,6.83265,0.246818,1,nan
-8.73437,0.562419,0.937857,1,3,0,10.2747,0.0669707,1,nan
-7.01635,0.962291,0.937857,2,7,0,8.45884,0.348058,1,nan
-6.94067,1,0.937857,2,3,0,7.02887,0.33236,1,nan
-8.67973,0.526168,0.937857,2,3,0,10.5189,0.528505,1,nan
-6.9467,0.870867,0.937857,1,3,0,9.77247,0.177218,1,nan
-8.18858,0.845792,0.937857,1,3,0,8.45514,0.0852445,1,nan
-6.74997,0.955236,0.937857,2,7,0,8.76783,0.242257,1,nan
-8.06574,0.698946,0.937857,1,3,0,8.88755,0.0902948,1,nan
-7.77622,1,0.937857,2,3,0,8.0949,0.104118,1,nan
-7.57446,1,0.937857,1,1,0,7.81519,0.115855,1,nan
-7.95473,0.986186,0.937857,2,3,0,7.98038,0.0952449,1,nan
-8.66617,0.937687,0.937857,1,1,0,8.67238,0.0689478,1,nan
-6.77211,0.946034,0.937857,1,3,0,9.36687,0.223254,1,nan
-6.80185,0.994113,0.937857,1,1,0,6.80222,0.210556,1,nan
-6.88201,0.910101,0.937857,2,3,0,7.52505,0.189293,1,nan
-6.75227,0.956687,0.937857,2,3,0,7.26168,0.238592,1,nan
-7.06537,0.963411,0.937857,2,3,0,7.10293,0.357146,1,nan
-8.0902,0.752274,0.937857,1,1,0,8.09112,0.480267,1,nan
-7.59603,1,0.937857,1,1,0,8.0927,0.430572,1,nan
-6.93911,1,0.937857,1,1,0,7.41958,0.332009,1,nan
-7.31817,0.904037,0.937857,1,1,0,7.32317,0.396208,1,nan
-6.74805,0.998502,0.937857,2,3,0,7.3506,0.250991,1,nan
-6.86291,0.974343,0.937857,1,3,0,6.89606,0.312848,1,nan
-7.43226,0.913252,0.937857,2,7,0,7.45064,0.125575,1,nan
-6.99483,0.990547,0.937857,2,3,0,7.60641,0.169708,1,nan
-7.20967,0.967001,0.937857,1,1,0,7.2134,0.144342,1,nan
-6.81255,0.957947,0.937857,1,3,0,7.65405,0.29659,1,nan
-6.85887,0.952669,0.937857,2,7,0,7.09581,0.194436,1,nan
-6.7839,0.98511,0.937857,1,3,0,7.0101,0.284436,1,nan
-7.53663,0.773352,0.937857,2,7,0,8.32072,0.118306,1,nan
-6.77251,0.95702,0.937857,1,3,0,8.03635,0.278321,1,nan
-6.76609,0.991945,0.937857,2,7,0,6.82844,0.226752,1,nan
-8.24385,0.836627,0.937857,2,3,0,8.54861,0.493763,1,nan
-6.92865,0.874798,0.937857,1,3,0,9.20045,0.180317,1,nan
-9.10556,0.687767,0.937857,1,3,0,10.0082,0.0573903,1,nan
-9.82919,0.959825,0.937857,1,1,0,9.87091,0.0431002,1,nan
-9.47428,1,0.937857,1,1,0,9.95658,0.0494994,1,nan
-9.29464,1,0.937857,1,1,0,9.66129,0.0531671,1,nan
-7.29439,0.930618,0.937857,1,3,0,9.47216,0.136565,1,nan
-7.15412,1,0.937857,1,1,0,7.30503,0.149991,1,nan
-6.76257,1,0.937857,2,3,0,7.0725,0.271712,1,nan
-6.75709,0.950014,0.937857,2,3,0,7.10988,0.233419,1,nan
-6.75948,0.941934,0.937857,2,3,0,7.21623,0.26923,1,nan
-6.76239,0.995005,0.937857,1,3,0,6.79787,0.229218,1,nan
